,List,Markers
1631,Smooth muscle,RGS5_ENSG00000143248
1632,Smooth muscle,AMHR2
1633,Smooth muscle,CCL19
1634,Smooth muscle,STXBP5L
1635,Smooth muscle,TRH
1636,Smooth muscle,TREML1
1637,Smooth muscle,TCL1A
1638,Smooth muscle,CDK15
1639,Smooth muscle,SPIC
1640,Smooth muscle,SIGLEC6
1641,Smooth muscle,COL14A1
1642,Smooth muscle,ARL9
1643,Smooth muscle,CD207
1644,Smooth muscle,CTD-2531D15.4
1645,Smooth muscle,OTC
1646,Smooth muscle,SH2D6
1647,Smooth muscle,PAEP
1648,Smooth muscle,CCL11
1649,Smooth muscle,CEROX1
1650,Smooth muscle FAM83D+,ACTG2
1651,Smooth muscle FAM83D+,RP11-322E11.5
1652,Smooth muscle FAM83D+,MYOC
1653,Smooth muscle FAM83D+,TCL1A
1654,Smooth muscle FAM83D+,TRGV2
1655,Smooth muscle FAM83D+,DES
1656,Smooth muscle FAM83D+,SH2D6
1657,Smooth muscle FAM83D+,CTAG2
1658,Smooth muscle FAM83D+,LINC01638
1659,Smooth muscle FAM83D+,OTC
1660,Smooth muscle FAM83D+,CRLF2
1661,Smooth muscle FAM83D+,CD207
1662,Smooth muscle FAM83D+,KLK14
1663,Smooth muscle FAM83D+,NUGGC
1664,Smooth muscle FAM83D+,CDH19
1665,Smooth muscle FAM83D+,GPR182
1666,Smooth muscle FAM83D+,SMPX
1667,Smooth muscle FAM83D+,PGAM2
1668,Smooth muscle FAM83D+,TFF2
1669,Smooth muscle FAM83D+,BMP6
1670,Smooth muscle FAM83D+,STXBP5L
1671,Smooth muscle FAM83D+,TRH
1672,Smooth muscle FAM83D+,TNFSF11
1673,Smooth muscle FAM83D+,CLEC4O
1674,Smooth muscle FAM83D+,GPR25
1675,Smooth muscle FAM83D+,CTD-2531D15.4
1676,Smooth muscle FAM83D+,WNT2
1677,Smooth muscle FAM83D+,ALKAL1
1678,Smooth muscle FAM83D+,CNN1
1679,Smooth muscle FAM83D+,KRT1
1680,Subpleural fibroblasts,PI15
1681,Subpleural fibroblasts,CD207
1682,Subpleural fibroblasts,TPSG1
1683,Subpleural fibroblasts,RBP5
1684,Subpleural fibroblasts,HPD
1685,Subpleural fibroblasts,RP11-501J20.5
1686,Subpleural fibroblasts,CSDC2
1687,Subpleural fibroblasts,SPIC
1688,Subpleural fibroblasts,TNFSF11
1689,Subpleural fibroblasts,HOXD9
1690,Subpleural fibroblasts,GPR25
1691,Subpleural fibroblasts,GPR182
1692,Subpleural fibroblasts,GPC2
1693,Subpleural fibroblasts,AMHR2
1694,Subpleural fibroblasts,IGLC7
1695,Subpleural fibroblasts,ITPRID1
1696,Subpleural fibroblasts,LINC01829
1697,Subpleural fibroblasts,KLK14
1698,Subpleural fibroblasts,MSI1
1699,Subpleural fibroblasts,LINC01393
1700,Subpleural fibroblasts,RP11-322E11.5
1701,Subpleural fibroblasts,CRLF2
1702,Subpleural fibroblasts,NGF
1703,Subpleural fibroblasts,KRT1
1704,Subpleural fibroblasts,MPIG6B
1705,Subpleural fibroblasts,SMPX
1706,Subpleural fibroblasts,HSPB3
1707,Subpleural fibroblasts,OTC
1708,Subpleural fibroblasts,ST6GAL2
1709,Subpleural fibroblasts,LAMC3
1710,Suprabasal,KRT19
1711,Suprabasal,S100A2
1712,Suprabasal,SERPINB3
1713,Suprabasal,MT1X
1714,Suprabasal,SLPI
1715,Suprabasal,AQP3
1716,Suprabasal,RPS19
1717,Suprabasal,XIST
1718,Suprabasal,C1R
1719,Suprabasal,SAA1
1720,Suprabasal,C1S
1721,Suprabasal,TXN
1722,Suprabasal,CCL2
1723,Suprabasal,IGFBP3
1724,Suprabasal,SFTPC
1725,Suprabasal,GLUL
1726,Suprabasal,TSPAN1
1727,Suprabasal,MIA
1728,Suprabasal,OTC
1729,Suprabasal,KRT5
1730,Suprabasal,FOSB
1731,Suprabasal,RPLP0
1732,Suprabasal,LINC01705
1733,Suprabasal,ECRG4
1734,Suprabasal,MT-ATP6
1735,Suprabasal,RPS18
1736,Suprabasal,DHRS9
1737,Suprabasal,GSTP1
1738,Suprabasal,CLDN4
1739,Suprabasal,LYZ
1740,T cells proliferating,LINC01638
1741,T cells proliferating,NFIA-AS2
1742,T cells proliferating,OTC
1743,T cells proliferating,SIGLEC6
1744,T cells proliferating,VEGFD
1745,T cells proliferating,KCNN2
1746,T cells proliferating,KRT1
1747,T cells proliferating,LRCOL1
1748,T cells proliferating,CD207
1749,T cells proliferating,GPR182
1750,T cells proliferating,BRINP3
1751,T cells proliferating,CTD-2531D15.4
1752,T cells proliferating,KCNK17
1753,T cells proliferating,AADACL2
1754,T cells proliferating,GPC2
1755,T cells proliferating,MPIG6B
1756,T cells proliferating,SH2D6
1757,T cells proliferating,PAEP
1758,T cells proliferating,COMP
1759,T cells proliferating,TPSG1
1760,T cells proliferating,GREM2
1761,T cells proliferating,ANKRD1
1762,T cells proliferating,SEZ6L
1763,T cells proliferating,CDK15
1764,T cells proliferating,ITLN2
1765,T cells proliferating,TFF2
1766,T cells proliferating,APLN
1767,T cells proliferating,TYRP1
1768,T cells proliferating,RP11-501J20.5
1769,T cells proliferating,TMEM200B
1770,Tuft,TPSG1
1771,Tuft,CDK15
1772,Tuft,SPIC
1773,Tuft,GUCA1A
1774,Tuft,NFIA-AS2
1775,Tuft,PIMREG
1776,Tuft,SH2D6
1777,Tuft,MSI1
1778,Tuft,LINC01638
1779,Tuft,APLN
1780,Tuft,MYOC
1781,Tuft,RP11-322E11.5
1782,Tuft,TNFSF11
1783,Tuft,NTNG2
1784,Tuft,CCL11
1785,Tuft,SCT
1786,Tuft,BRINP3
1787,Tuft,CD207
1788,Tuft,RAB3C
1789,Tuft,RSPO1
1790,Tuft,TEX45
1791,Tuft,CRLF2
1792,Tuft,JPH2
1793,Tuft,TRGV2
1794,Tuft,EGFLAM
1795,Tuft,SMPX
1796,Tuft,COMP
1797,Tuft,LAMC3
1798,Tuft,TYRP1
1799,Tuft,CALHM3
1800,pre-TB secretory,SFTPB
1801,pre-TB secretory,SCGB3A2
1802,pre-TB secretory,SCGB1A1
1803,pre-TB secretory,SCGB3A1
1804,pre-TB secretory,RNASE1
1805,pre-TB secretory,SAA1
1806,pre-TB secretory,CYB5A
1807,pre-TB secretory,SSUH2
1808,pre-TB secretory,CLU
1809,pre-TB secretory,GPR182
1810,pre-TB secretory,MPIG6B
1811,pre-TB secretory,KLHDC8A
1812,pre-TB secretory,GPR25
1813,pre-TB secretory,CD1B
1814,pre-TB secretory,CDH19
1815,pre-TB secretory,HSPB3
1816,pre-TB secretory,CRLF2
1817,pre-TB secretory,TRGV2
1818,pre-TB secretory,AADACL2
1819,pre-TB secretory,CALN1
1820,pre-TB secretory,RPS4Y1
1821,pre-TB secretory,TYRP1
1822,pre-TB secretory,LINC01638
1823,pre-TB secretory,AMHR2
1824,pre-TB secretory,EBF2
1825,pre-TB secretory,MGP
1826,pre-TB secretory,TNFSF11
1827,pre-TB secretory,TFF2
1828,pre-TB secretory,TEX41
1829,pre-TB secretory,RSPO1
